role,user_id,event_id,event_name,reach,expense,budget,city,country,status,forward_ga
user,hcuddyg@telegraph.co.uk,62d3b9a0fc13ae55b700020d,Pongal,12219,$9085.93,$4367.83,Guhua,China,false,false
user,mnodeso@parallels.com,62d3b9a0fc13ae55b700020e,Ganesh Chaturthi,84380,$9413.97,$8215.80,Fontenay-sous-Bois,France,false,false
user,oskehane@ovh.net,62d3b9a0fc13ae55b700020f,Ganesh Chaturthi,31072,$8266.98,$8503.19,Snegiri,Russia,true,true
user,odumbleton12@infoseek.co.jp,62d3b9a0fc13ae55b7000210,Navratri,45152,$5039.26,$7652.91,Oebaki,Indonesia,true,true
user,eblaney14@berkeley.edu,62d3b9a0fc13ae55b7000211,Maha Shivratri,37654,$1997.44,$2526.83,Vallecillo,Honduras,true,false
user,ogunney4@scientificamerican.com,62d3b9a0fc13ae55b7000212,Diwali,1886,$7325.99,$2701.05,Namīn,Iran,false,true
user,ogunney4@scientificamerican.com,62d3b9a0fc13ae55b7000213,Hornbill Festival,36668,$7440.73,$1738.36,Armação de Búzios,Brazil,true,true
user,ogunney4@scientificamerican.com,62d3b9a0fc13ae55b7000214,Losar,43473,$1727.83,$4309.36,Cotorra,Colombia,true,true
user,eblaney14@berkeley.edu,62d3b9a0fc13ae55b7000215,Ratha Yatra,32652,$7708.12,$6813.14,Ábrego,Colombia,false,false
user,cwayte18@springer.com,62d3b9a0fc13ae55b7000216,Christmas,42553,$6307.27,$4709.43,Georgīevka,Kazakhstan,true,true
user,vtregidoi@bbc.co.uk,62d3b9a0fc13ae55b7000217,Mahavir Jayanti,99922,$9676.08,$1386.00,Honiara,Solomon Islands,true,false
user,ogunney4@scientificamerican.com,62d3b9a0fc13ae55b7000218,Kumbh Mela,69151,$8949.02,$1772.26,Jurangjero,Indonesia,true,false
user,cwayte18@springer.com,62d3b9a0fc13ae55b7000219,Ugadi,12883,$1473.69,$6633.01,Wisła,Poland,false,false
user,mmcviey@bbc.co.uk,62d3b9a0fc13ae55b700021a,Maha Shivratri,59005,$5413.81,$5493.46,Lysyanka,Ukraine,true,true
user,geayres11@alibaba.com,62d3b9a0fc13ae55b700021b,Republic Day,70989,$4206.05,$3230.50,Cruzeiro,Portugal,false,true
user,mmcviey@bbc.co.uk,62d3b9a0fc13ae55b700021c,Camel Festival,30965,$1251.99,$3920.92,Gobernador Costa,Argentina,true,true
user,eblaney14@berkeley.edu,62d3b9a0fc13ae55b700021d,Ganesh Chaturthi,1384,$2528.80,$6879.51,Moulay Yacoub,Morocco,true,false
user,oskehane@ovh.net,62d3b9a0fc13ae55b700021e,Hemis,50328,$8160.88,$2480.87,Krasnohrad,Ukraine,false,false
user,gwehnerr6@sciencedaily.com,62d3b9a0fc13ae55b700021f,Onam,61858,$9947.05,$4190.83,Argelia,Colombia,false,false
user,ogunney4@scientificamerican.com,62d3b9a0fc13ae55b7000220,Easter,36499,$2751.98,$5542.95,Barrosas,Portugal,true,true
user,hcuddyg@telegraph.co.uk,62d3b9a0fc13ae55b7000221,Krishna Janmashtami,2240,$9633.41,$9752.26,Meiyuan,China,false,true
user,cjanssonp@va.gov,62d3b9a0fc13ae55b7000222,Thrissur Pooram,80957,$3447.99,$5484.65,Ben Arous,Tunisia,false,false
user,mnodeso@parallels.com,62d3b9a0fc13ae55b7000223,Dussehra,89865,$2937.94,$6553.70,Zhenqian,China,false,false
user,ogunney4@scientificamerican.com,62d3b9a0fc13ae55b7000224,Republic Day,13263,$6937.48,$8224.25,Bida,Nigeria,false,true
user,cwayte18@springer.com,62d3b9a0fc13ae55b7000225,Thrissur Pooram,70246,$5178.35,$3105.04,Nangen,South Korea,true,false
user,mnodeso@parallels.com,62d3b9a0fc13ae55b7000226,Ugadi,61544,$3658.88,$8731.58,Kertasari,Indonesia,false,true
user,cwayte18@springer.com,62d3b9a0fc13ae55b7000227,Dussehra,62814,$8889.88,$9449.00,San Miguel,Philippines,false,true
user,vtregidoi@bbc.co.uk,62d3b9a0fc13ae55b7000228,Navratri,76262,$7876.39,$9868.22,Real,Portugal,false,true
user,cjanssonp@va.gov,62d3b9a0fc13ae55b7000229,Gudi Padwa,86037,$5931.98,$4074.43,Oton,Philippines,true,false
user,odumbleton12@infoseek.co.jp,62d3b9a0fc13ae55b700022a,Camel Festival,57227,$1210.51,$2245.25,Petauke,Zambia,true,false
user,eagirret@senate.gov,62d3b9a0fc13ae55b700022b,Navratri,46937,$4091.12,$6698.62,Severobaykal’sk,Russia,false,true
user,geayres11@alibaba.com,62d3b9a0fc13ae55b700022c,Pongal,58231,$1400.23,$6190.40,Carolina,Colombia,true,false
user,eagirret@senate.gov,62d3b9a0fc13ae55b700022d,Republic Day,12677,$8606.10,$7194.79,Ust’-Labinsk,Russia,true,true
user,odumbleton12@infoseek.co.jp,62d3b9a0fc13ae55b700022e,Baisakhi,3457,$9429.15,$3822.10,Madruga,Cuba,true,false
user,vtregidoi@bbc.co.uk,62d3b9a0fc13ae55b700022f,Onam,95085,$5058.80,$4288.87,Milín,Czech Republic,false,false
user,vtregidoi@bbc.co.uk,62d3b9a0fc13ae55b7000230,Bihu,18564,$1139.20,$5247.81,Polanica-Zdrój,Poland,false,false
user,mnodeso@parallels.com,62d3b9a0fc13ae55b7000231,Thrissur Pooram,89808,$1094.79,$2738.39,Rive-de-Gier,France,true,true
user,mmcviey@bbc.co.uk,62d3b9a0fc13ae55b7000232,Baisakhi,3391,$4526.24,$5724.76,Calvaria de Baixo,Portugal,false,false
user,odumbleton12@infoseek.co.jp,62d3b9a0fc13ae55b7000233,Eid-Ul-Fitr,1926,$7397.82,$5038.20,Dasht-e Archī,Afghanistan,false,true
user,ybrettel5@youku.com,62d3b9a0fc13ae55b7000234,Hemis,63994,$7826.61,$9226.02,El Progreso,Panama,true,false
user,vtregidoi@bbc.co.uk,62d3b9a0fc13ae55b7000235,Maha Shivratri,36251,$4514.42,$9288.54,Ciawi,Indonesia,true,false
user,cjanssonp@va.gov,62d3b9a0fc13ae55b7000236,Camel Festival,13635,$9185.14,$7903.85,Bayt ‘Ūr at Taḩtā,Palestinian Territory,false,false
user,odumbleton12@infoseek.co.jp,62d3b9a0fc13ae55b7000237,Makar Sankranti,38067,$1979.27,$3741.21,Gangbei,China,false,false
user,odumbleton12@infoseek.co.jp,62d3b9a0fc13ae55b7000238,Hemis,89624,$6600.85,$9798.21,Jiangmen,China,true,true
user,mmcviey@bbc.co.uk,62d3b9a0fc13ae55b7000239,Eid-Ul-Fitr,85077,$6624.51,$2928.83,Crossmolina,Ireland,true,true
user,gwehnerr6@sciencedaily.com,62d3b9a0fc13ae55b700023a,Gurpurab,16215,$6183.03,$5009.84,Huangludian,China,true,true
user,oskehane@ovh.net,62d3b9a0fc13ae55b700023b,Independence Day,53308,$1064.07,$8066.72,Samuhú,Argentina,true,false
user,cwayte18@springer.com,62d3b9a0fc13ae55b700023c,Independence Day,11449,$6739.96,$2937.49,Cipari,Indonesia,false,false
user,mnodeso@parallels.com,62d3b9a0fc13ae55b700023d,Holi,32090,$7857.77,$1388.05,Vostochnyy,Russia,true,false
user,ogunney4@scientificamerican.com,62d3b9a0fc13ae55b700023e,Thrissur Pooram,51458,$7502.24,$1043.38,Oslo,Norway,false,true
user,hcuddyg@telegraph.co.uk,62d3b9a0fc13ae55b700023f,Ugadi,70150,$6848.40,$8812.74,Avon,France,false,true
user,geayres11@alibaba.com,62d3b9a0fc13ae55b7000240,Ratha Yatra,89464,$4196.05,$9281.38,Huanghai,China,false,true
user,oskehane@ovh.net,62d3b9a0fc13ae55b7000241,Easter,46684,$5530.95,$3569.03,Lamak,Philippines,true,false
user,cwayte18@springer.com,62d3b9a0fc13ae55b7000242,Diwali,93002,$9801.09,$1838.97,Bromma,Sweden,false,false
user,ogunney4@scientificamerican.com,62d3b9a0fc13ae55b7000243,Mewar Festival,9105,$4416.11,$2003.46,Macapsing,Philippines,false,true
user,odumbleton12@infoseek.co.jp,62d3b9a0fc13ae55b7000244,Govardhan Puja,19950,$3881.32,$1424.92,El Coco,Panama,false,false
user,odumbleton12@infoseek.co.jp,62d3b9a0fc13ae55b7000245,Diwali,78999,$6655.30,$3912.79,Rotterdam postbusnummers,Netherlands,true,true
user,mmcviey@bbc.co.uk,62d3b9a0fc13ae55b7000246,Mewar Festival,36438,$8626.67,$6051.02,Quşrah,Palestinian Territory,false,false
user,oskehane@ovh.net,62d3b9a0fc13ae55b7000247,Govardhan Puja,21507,$3375.50,$2165.31,San Pa Tong,Thailand,true,true
user,ogunney4@scientificamerican.com,62d3b9a0fc13ae55b7000248,Baisakhi,17079,$3571.94,$1462.51,Rouen,France,true,true
user,ogunney4@scientificamerican.com,62d3b9a0fc13ae55b7000249,Christmas,6913,$5708.93,$7464.97,Heping,China,false,true
user,ybrettel5@youku.com,62d3b9a0fc13ae55b700024a,Baisakhi,98611,$9492.19,$4696.78,Shuangwang,China,true,true
user,eagirret@senate.gov,62d3b9a0fc13ae55b700024b,Camel Festival,24873,$8312.68,$5006.52,Burbank,United States,false,true
user,odumbleton12@infoseek.co.jp,62d3b9a0fc13ae55b700024c,Christmas,94534,$7543.66,$1815.38,Temara,Morocco,false,true
user,eblaney14@berkeley.edu,62d3b9a0fc13ae55b700024d,Holi,52848,$7838.09,$3700.41,New Orleans,United States,true,false
user,mmcviey@bbc.co.uk,62d3b9a0fc13ae55b700024e,Eid-Ul-Fitr,75370,$1332.41,$1734.54,Sukadana Selatan,Indonesia,false,true
user,mmcviey@bbc.co.uk,62d3b9a0fc13ae55b700024f,Independence Day,79956,$4993.89,$7577.23,Podbuzh,Ukraine,true,false
user,geayres11@alibaba.com,62d3b9a0fc13ae55b7000250,Raksha Bandhan,98824,$2662.96,$7090.02,Béboto,Chad,false,false
user,hcuddyg@telegraph.co.uk,62d3b9a0fc13ae55b7000251,Onam,79230,$3722.98,$5360.01,Jiaqiao,China,false,false
user,cwayte18@springer.com,62d3b9a0fc13ae55b7000252,Eid-Ul-Fitr,83240,$4834.40,$3626.42,Anicuns,Brazil,true,true
user,mnodeso@parallels.com,62d3b9a0fc13ae55b7000253,Losar,38510,$7676.86,$4031.37,Naekan,Indonesia,false,true
user,odumbleton12@infoseek.co.jp,62d3b9a0fc13ae55b7000254,Buddha Jayanti,98805,$3373.88,$5247.42,Phak Hai,Thailand,true,true
user,ogunney4@scientificamerican.com,62d3b9a0fc13ae55b7000255,Buddha Jayanti,93874,$3341.71,$7403.21,Heiiyugou,China,false,false
user,odumbleton12@infoseek.co.jp,62d3b9a0fc13ae55b7000256,Republic Day,16128,$9791.35,$7082.41,Cochabamba,Peru,false,true
user,odumbleton12@infoseek.co.jp,62d3b9a0fc13ae55b7000257,Buddha Jayanti,61547,$6801.27,$9019.23,Banī Suwayf,Egypt,true,true
user,eblaney14@berkeley.edu,62d3b9a0fc13ae55b7000258,Holi,7645,$9241.15,$7170.85,Zhankhoteko,Russia,false,false
user,odumbleton12@infoseek.co.jp,62d3b9a0fc13ae55b7000259,Holi,5211,$1306.37,$1013.33,Thị Trấn Nguyên Bình,Vietnam,false,false
user,geayres11@alibaba.com,62d3b9a0fc13ae55b700025a,Holi,22989,$8225.21,$2777.31,Bayanaūyl,Kazakhstan,false,false
user,ybrettel5@youku.com,62d3b9a0fc13ae55b700025b,Krishna Janmashtami,96939,$4459.16,$6614.51,Wanzhi,China,true,false
user,ybrettel5@youku.com,62d3b9a0fc13ae55b700025c,Camel Festival,74819,$2959.93,$5311.64,Tambaksari,Indonesia,true,true
user,ogunney4@scientificamerican.com,62d3b9a0fc13ae55b700025d,Gudi Padwa,22058,$8231.86,$5248.08,Yanchi,China,false,false
user,mmcviey@bbc.co.uk,62d3b9a0fc13ae55b700025e,Baisakhi,6781,$9585.95,$1147.67,Banjar Delodrurung,Indonesia,false,true
user,eblaney14@berkeley.edu,62d3b9a0fc13ae55b700025f,Onam,69340,$1052.45,$4574.67,Haoxin,China,false,false
user,mmcviey@bbc.co.uk,62d3b9a0fc13ae55b7000260,Holi,65512,$4994.17,$6490.17,El Ocotón,Honduras,false,true
user,mnodeso@parallels.com,62d3b9a0fc13ae55b7000261,Losar,40684,$3858.13,$7692.94,Pyay,Myanmar,true,false
user,odumbleton12@infoseek.co.jp,62d3b9a0fc13ae55b7000262,Diwali,23378,$3030.34,$9967.94,Shuanggang,China,false,true
user,mmcviey@bbc.co.uk,62d3b9a0fc13ae55b7000263,Dussehra,30991,$3942.28,$1299.63,Jepat Kidul,Indonesia,false,false
user,eagirret@senate.gov,62d3b9a0fc13ae55b7000264,Gudi Padwa,98955,$4380.93,$2369.44,Antiguo Cuscatlán,El Salvador,false,false
user,mnodeso@parallels.com,62d3b9a0fc13ae55b7000265,Losar,73862,$7312.88,$5988.04,Ndibène Dahra,Senegal,false,true
user,cwayte18@springer.com,62d3b9a0fc13ae55b7000266,Pongal,86786,$1817.26,$5823.15,Wangge’ertang,China,true,false
user,mmcviey@bbc.co.uk,62d3b9a0fc13ae55b7000267,Baisakhi,1502,$5423.88,$1138.94,Muang Long,Laos,false,false
user,mnodeso@parallels.com,62d3b9a0fc13ae55b7000268,Ratha Yatra,19922,$6403.67,$7971.43,Jrashen,Armenia,true,false
user,mnodeso@parallels.com,62d3b9a0fc13ae55b7000269,Mewar Festival,92045,$7197.11,$5197.26,Cabreúva,Brazil,true,false
user,oskehane@ovh.net,62d3b9a0fc13ae55b700026a,Ratha Yatra,10015,$7052.47,$8960.61,Shanling,China,false,false
user,geayres11@alibaba.com,62d3b9a0fc13ae55b700026b,Bihu,31650,$5272.88,$6864.92,San Diego,United States,true,true
user,eblaney14@berkeley.edu,62d3b9a0fc13ae55b700026c,Krishna Janmashtami,45499,$1331.05,$2858.61,Leon,Spain,false,false
user,mmcviey@bbc.co.uk,62d3b9a0fc13ae55b700026d,Onam,39994,$3582.57,$6809.40,Chaupimarca,Peru,true,true
user,geayres11@alibaba.com,62d3b9a0fc13ae55b700026e,Mahavir Jayanti,34895,$3357.34,$7926.68,Oleszyce,Poland,true,false
user,odumbleton12@infoseek.co.jp,62d3b9a0fc13ae55b700026f,Gurpurab,69265,$2191.09,$2102.62,La Soledad,Mexico,true,false
user,vtregidoi@bbc.co.uk,62d3b9a0fc13ae55b7000270,Ratha Yatra,47915,$2605.31,$4467.28,Gjinoc,Kosovo,true,true
user,mmcviey@bbc.co.uk,62d3b9a0fc13ae55b7000271,Chhath Puja,4416,$8818.05,$1789.51,Yaita,Japan,false,true
user,odumbleton12@infoseek.co.jp,62d3b9a0fc13ae55b7000272,Republic Day,72065,$8265.02,$9294.33,Haishan,China,false,true
user,eagirret@senate.gov,62d3b9a0fc13ae55b7000273,Diwali,95085,$9746.48,$3587.33,Iktābah,Palestinian Territory,false,false
user,ybrettel5@youku.com,62d3b9a0fc13ae55b7000274,Mewar Festival,17800,$7237.30,$2541.37,Siso,Indonesia,true,true
user,eagirret@senate.gov,62d3b9a0fc13ae55b7000275,Pongal,11742,$9282.56,$1459.47,Dubrovka,Russia,true,false
user,eagirret@senate.gov,62d3b9a0fc13ae55b7000276,Christmas,5441,$2381.66,$2884.88,Dolní Libina,Czech Republic,true,false
user,eagirret@senate.gov,62d3b9a0fc13ae55b7000277,Makar Sankranti,99592,$7449.59,$2261.36,Mataquescuintla,Guatemala,true,false
user,geayres11@alibaba.com,62d3b9a0fc13ae55b7000278,Dree Festival,17773,$4941.77,$4604.45,Genting,Indonesia,false,false
user,vtregidoi@bbc.co.uk,62d3b9a0fc13ae55b7000279,Bihu,71111,$4721.11,$3017.19,Sambong,Indonesia,false,false
user,geayres11@alibaba.com,62d3b9a0fc13ae55b700027a,Baisakhi,6319,$2443.84,$4257.69,Mel’nikovo,Russia,true,true
user,cjanssonp@va.gov,62d3b9a0fc13ae55b700027b,Baisakhi,46231,$2809.39,$1214.65,Ramat Gan,Israel,false,true
user,mmcviey@bbc.co.uk,62d3b9a0fc13ae55b700027c,Gudi Padwa,33132,$7490.32,$7921.82,Berehomet,Ukraine,false,false
user,eagirret@senate.gov,62d3b9a0fc13ae55b700027d,Easter,12417,$6165.12,$7732.20,Shaochang,China,false,true
user,ybrettel5@youku.com,62d3b9a0fc13ae55b700027e,Ugadi,10659,$9203.20,$3158.45,Jardin,Mexico,false,true
user,eagirret@senate.gov,62d3b9a0fc13ae55b700027f,Krishna Janmashtami,68330,$7871.49,$5395.83,Aranos,Namibia,true,false
user,hcuddyg@telegraph.co.uk,62d3b9a0fc13ae55b7000280,Christmas,52042,$9574.97,$6896.03,Zhaowu,China,false,true
user,eagirret@senate.gov,62d3b9a0fc13ae55b7000281,Ugadi,26377,$7564.58,$3501.53,Ipoh,Malaysia,false,false
user,mnodeso@parallels.com,62d3b9a0fc13ae55b7000282,Gurpurab,36062,$9459.34,$2492.20,Raymond,Canada,false,true
user,hcuddyg@telegraph.co.uk,62d3b9a0fc13ae55b7000283,Baisakhi,34242,$5384.45,$3014.89,Magdeburg,Germany,true,true
user,eblaney14@berkeley.edu,62d3b9a0fc13ae55b7000284,Ugadi,68252,$4806.25,$2504.48,Gawanan,Indonesia,false,false
user,ybrettel5@youku.com,62d3b9a0fc13ae55b7000285,Hornbill Festival,87720,$7326.77,$4308.75,Nürnberg,Germany,false,true
user,ybrettel5@youku.com,62d3b9a0fc13ae55b7000286,Onam,72887,$4508.59,$8926.55,Chakaray,Afghanistan,false,true
user,ybrettel5@youku.com,62d3b9a0fc13ae55b7000287,Basant Panchami,1682,$6844.50,$9412.41,Radišići,Bosnia and Herzegovina,false,false
user,hcuddyg@telegraph.co.uk,62d3b9a0fc13ae55b7000288,Dussehra,93576,$9296.65,$4154.00,Kertahayu,Indonesia,true,true
user,odumbleton12@infoseek.co.jp,62d3b9a0fc13ae55b7000289,Govardhan Puja,16405,$3106.14,$4181.84,Niyang,China,false,true
user,eblaney14@berkeley.edu,62d3b9a0fc13ae55b700028a,Ganesh Chaturthi,88413,$2846.49,$3858.92,Nîmes,France,false,true
user,ogunney4@scientificamerican.com,62d3b9a0fc13ae55b700028b,Pongal,2464,$6654.22,$8045.43,Xinfeng,China,false,true
user,vtregidoi@bbc.co.uk,62d3b9a0fc13ae55b700028c,Ugadi,92593,$1373.07,$4910.08,Kathmandu,Nepal,false,false
user,ogunney4@scientificamerican.com,62d3b9a0fc13ae55b700028d,Hornbill Festival,27280,$4656.31,$5015.00,Passal,Portugal,false,true
user,hcuddyg@telegraph.co.uk,62d3b9a0fc13ae55b700028e,Losar,23336,$4748.53,$6552.28,Tahala,Morocco,false,true
user,vtregidoi@bbc.co.uk,62d3b9a0fc13ae55b700028f,Govardhan Puja,27895,$5395.09,$6283.23,San Rafael,United States,false,true
user,hcuddyg@telegraph.co.uk,62d3b9a0fc13ae55b7000290,Mewar Festival,83932,$5305.68,$8078.67,Cola,China,true,true
user,cwayte18@springer.com,62d3b9a0fc13ae55b7000291,Hornbill Festival,91950,$6052.84,$2109.50,Wangwu,China,true,true
user,mmcviey@bbc.co.uk,62d3b9a0fc13ae55b7000292,Eid-Ul-Fitr,40062,$2030.12,$1876.25,Pindangan Centro,Philippines,false,true
user,geayres11@alibaba.com,62d3b9a1fc13ae55b7000293,Buddha Jayanti,80451,$3476.34,$2231.92,An Châu,Vietnam,true,true
user,oskehane@ovh.net,62d3b9a1fc13ae55b7000294,Republic Day,88005,$2205.20,$9028.20,Senneterre,Canada,true,false
user,ogunney4@scientificamerican.com,62d3b9a1fc13ae55b7000295,Diwali,94916,$8847.89,$4435.57,Companhia de Baixo,Portugal,false,false
user,eblaney14@berkeley.edu,62d3b9a1fc13ae55b7000296,Holi,10396,$5928.43,$9496.24,Santa Catarina,Portugal,false,false
user,ogunney4@scientificamerican.com,62d3b9a1fc13ae55b7000297,Holi,71307,$8159.22,$4089.92,Dainan,China,false,true
user,hcuddyg@telegraph.co.uk,62d3b9a1fc13ae55b7000298,Pongal,71423,$8895.16,$3756.30,Kloangrotat,Indonesia,true,false
user,geayres11@alibaba.com,62d3b9a1fc13ae55b7000299,Diwali,78922,$6393.11,$7110.79,Timbuktu,Mali,true,true
user,cjanssonp@va.gov,62d3b9a1fc13ae55b700029a,Mahavir Jayanti,77930,$9557.71,$7354.66,Kireyevsk,Russia,false,false
user,eagirret@senate.gov,62d3b9a1fc13ae55b700029b,Easter,24578,$6531.95,$3322.01,Socorro,Philippines,false,false
user,vtregidoi@bbc.co.uk,62d3b9a1fc13ae55b700029c,Diwali,33174,$3559.50,$7882.97,Kurye,South Korea,true,false
user,eblaney14@berkeley.edu,62d3b9a1fc13ae55b700029d,Dussehra,13339,$1609.00,$2623.05,Sedkyrkeshch,Russia,false,true
user,cjanssonp@va.gov,62d3b9a1fc13ae55b700029e,Mahavir Jayanti,28357,$5499.51,$3055.19,Langjun,China,false,false
user,cwayte18@springer.com,62d3b9a1fc13ae55b700029f,Bihu,15276,$3516.88,$1341.99,Dologon,Philippines,true,true
user,odumbleton12@infoseek.co.jp,62d3b9a1fc13ae55b70002a0,Holi,59822,$5164.76,$1185.63,Kokterek,Kazakhstan,true,true
user,geayres11@alibaba.com,62d3b9a1fc13ae55b70002a1,Hemis,26982,$9057.42,$8162.94,Jiapeng,China,false,true
user,eagirret@senate.gov,62d3b9a1fc13ae55b70002a2,Mewar Festival,65024,$7464.30,$4244.97,Celestynów,Poland,true,true
user,eblaney14@berkeley.edu,62d3b9a1fc13ae55b70002a3,Camel Festival,5760,$6283.89,$1041.50,Štěnovice,Czech Republic,true,true
user,eblaney14@berkeley.edu,62d3b9a1fc13ae55b70002a4,Govardhan Puja,82462,$3975.17,$8293.46,Yengimahalla,China,true,true
user,ogunney4@scientificamerican.com,62d3b9a1fc13ae55b70002a5,Onam,44754,$5412.72,$4651.34,Māsāl,Iran,false,false
user,odumbleton12@infoseek.co.jp,62d3b9a1fc13ae55b70002a6,Mahavir Jayanti,42693,$3389.31,$5581.70,Jinquan,China,false,false
user,mmcviey@bbc.co.uk,62d3b9a1fc13ae55b70002a7,Camel Festival,88830,$2907.23,$5162.78,Tawangrejo,Indonesia,false,false
user,ogunney4@scientificamerican.com,62d3b9a1fc13ae55b70002a8,Camel Festival,25760,$3739.35,$7560.98,Pentre,United Kingdom,true,false
user,ogunney4@scientificamerican.com,62d3b9a1fc13ae55b70002a9,Thrissur Pooram,71189,$6224.07,$4091.59,Bordeaux,France,true,false
user,geayres11@alibaba.com,62d3b9a1fc13ae55b70002aa,Diwali,98004,$8935.53,$2175.36,Ariguaní,Colombia,false,false
user,hcuddyg@telegraph.co.uk,62d3b9a1fc13ae55b70002ab,Kumbh Mela,82931,$7788.46,$5078.12,Resapombo,Indonesia,true,false
user,cwayte18@springer.com,62d3b9a1fc13ae55b70002ac,Christmas,38951,$9745.39,$8636.62,Granada,Peru,true,false
user,eagirret@senate.gov,62d3b9a1fc13ae55b70002ad,Buddha Jayanti,9744,$7768.39,$9116.18,Gabasumdo,China,false,false
user,mnodeso@parallels.com,62d3b9a1fc13ae55b70002ae,Durga Puja,15076,$8363.57,$1400.47,Aktau,Kazakhstan,true,false
user,mmcviey@bbc.co.uk,62d3b9a1fc13ae55b70002af,Basant Panchami,60861,$2586.48,$2727.71,Sanxi,China,false,false
user,eblaney14@berkeley.edu,62d3b9a1fc13ae55b70002b0,Republic Day,3661,$1799.84,$9202.90,Watthana Nakhon,Thailand,true,true
user,cwayte18@springer.com,62d3b9a1fc13ae55b70002b1,Gudi Padwa,15548,$7650.61,$8509.38,Białobrzegi,Poland,true,true
user,mnodeso@parallels.com,62d3b9a1fc13ae55b70002b2,Krishna Janmashtami,76793,$6221.94,$4032.08,São Sebastião,Portugal,false,true
user,ogunney4@scientificamerican.com,62d3b9a1fc13ae55b70002b3,Gudi Padwa,40609,$9608.21,$4864.24,Fundong,Cameroon,true,true
user,cwayte18@springer.com,62d3b9a1fc13ae55b70002b4,Losar,10406,$2728.09,$2376.65,Dole,France,false,false
user,ybrettel5@youku.com,62d3b9a1fc13ae55b70002b5,Govardhan Puja,89843,$9654.38,$4582.59,Solna,Sweden,false,true
user,ybrettel5@youku.com,62d3b9a1fc13ae55b70002b6,Gurpurab,60675,$8647.40,$2837.14,Gobernador Ingeniero Valentín Virasoro,Argentina,true,true
user,cjanssonp@va.gov,62d3b9a1fc13ae55b70002b7,Raksha Bandhan,65255,$1200.69,$2431.95,Minyat an Naşr,Egypt,true,false
user,gwehnerr6@sciencedaily.com,62d3b9a1fc13ae55b70002b8,Independence Day,5881,$8490.49,$4332.42,Galutu,China,false,false
user,mnodeso@parallels.com,62d3b9a1fc13ae55b70002b9,Hemis,38315,$8759.60,$5230.26,Uiasa,Indonesia,false,true
user,mmcviey@bbc.co.uk,62d3b9a1fc13ae55b70002ba,Diwali,99232,$7276.41,$1176.27,Zongga,China,true,true
user,mmcviey@bbc.co.uk,62d3b9a1fc13ae55b70002bb,Durga Puja,68935,$2006.09,$5900.30,Yueshan,China,true,false
user,cwayte18@springer.com,62d3b9a1fc13ae55b70002bc,Dussehra,55049,$3518.28,$9127.90,‘Ābūd,Palestinian Territory,false,false
user,hcuddyg@telegraph.co.uk,62d3b9a1fc13ae55b70002bd,Krishna Janmashtami,3323,$2989.92,$5862.08,Tumba,Sweden,false,false
user,ogunney4@scientificamerican.com,62d3b9a1fc13ae55b70002be,Diwali,64191,$8804.18,$1112.65,Sunjia Buzi,China,true,true
user,vtregidoi@bbc.co.uk,62d3b9a1fc13ae55b70002bf,Govardhan Puja,4155,$7018.35,$5073.73,Drummondville,Canada,false,false
user,geayres11@alibaba.com,62d3b9a1fc13ae55b70002c0,Camel Festival,82860,$4144.69,$8629.78,Tongli,China,true,false
user,eagirret@senate.gov,62d3b9a1fc13ae55b70002c1,Onam,72486,$5464.89,$8974.03,Horad Smalyavichy,Belarus,true,false
user,mmcviey@bbc.co.uk,62d3b9a1fc13ae55b70002c2,Basant Panchami,71498,$5102.62,$7246.89,Kaiyuan,China,true,false
user,hcuddyg@telegraph.co.uk,62d3b9a1fc13ae55b70002c3,Dussehra,18197,$1970.51,$2528.61,Wasogolo,Indonesia,false,true
user,cjanssonp@va.gov,62d3b9a1fc13ae55b70002c4,Camel Festival,98993,$4808.23,$9996.15,Rikitgaib,Indonesia,true,false
user,odumbleton12@infoseek.co.jp,62d3b9a1fc13ae55b70002c5,Republic Day,1186,$1536.00,$4748.65,Pimentel,Dominican Republic,true,false
user,ogunney4@scientificamerican.com,62d3b9a1fc13ae55b70002c6,Makar Sankranti,84484,$9457.06,$6342.41,Satovcha,Bulgaria,true,false
user,ogunney4@scientificamerican.com,62d3b9a1fc13ae55b70002c7,Maha Shivratri,11237,$1823.80,$3690.97,Finzes,Portugal,false,false
user,eblaney14@berkeley.edu,62d3b9a1fc13ae55b70002c8,Eid-Ul-Fitr,93750,$5467.16,$6577.86,Pribrezhnyy,Russia,false,true
user,eblaney14@berkeley.edu,62d3b9a1fc13ae55b70002c9,Diwali,71535,$7106.83,$2714.49,Valence,France,false,false
user,hcuddyg@telegraph.co.uk,62d3b9a1fc13ae55b70002ca,Losar,75583,$3029.56,$5877.98,Novosel’ye,Belarus,true,true
user,gwehnerr6@sciencedaily.com,62d3b9a1fc13ae55b70002cb,Mewar Festival,32595,$8489.67,$3714.59,Lanjaghbyur,Armenia,false,false
user,vtregidoi@bbc.co.uk,62d3b9a1fc13ae55b70002cc,Diwali,14969,$7567.16,$1721.59,Lepanto,Philippines,true,true
user,oskehane@ovh.net,62d3b9a1fc13ae55b70002cd,Losar,67023,$3337.45,$1063.98,Dalonghua,China,true,false
user,ogunney4@scientificamerican.com,62d3b9a1fc13ae55b70002ce,Durga Puja,51924,$2795.79,$3702.99,Tulyushka,Russia,true,false
